,eng,Subject
104351,"If \( \boldsymbol{x}+\frac{\mathbf{1}}{\boldsymbol{x}}=\mathbf{7}, \) find \( \boldsymbol{x}^{\mathbf{3}}+\frac{\mathbf{1}}{\boldsymbol{x}^{\mathbf{3}}} \)",Maths
112382,"I.F. of \( \frac{\boldsymbol{d} \boldsymbol{y}}{\boldsymbol{d} \boldsymbol{x}}=\frac{\boldsymbol{x}+\boldsymbol{y}+\mathbf{1}}{\boldsymbol{x}+\mathbf{1}} \) is:
A. \( \frac{1}{y+1} \)
в. \( \frac{1}{x+1} \)
c. \( \log (x+1) \)
D. \( \log (y+1) \)",Maths
31816,"Paramecium is a protist because of its
A. Eukaryotic unicellular structure
B. Prokaryotic unicellular structure
c. Mesokaryotic unicellular structure
D. None of these",Biology
117446,"A cell of e.m.f. \( \varepsilon \) and internal resistance
is used to send current to an external resistance R. The total resistance of
circuit,
A \( \cdot \frac{R r}{(R+r)} \)
в. \( \frac{R+r}{2} \)
\( c \cdot R r \)
D. \( R+r \)",Physics
103931,"Renewable sources of energy
are produced in nature:
A. biennial
B. annually
c. continuously
D. quarterly",Chemistry
32525,"Diffraction gratings provide much brighter interference pattern since more light passes through them compared with double slits.
A . True
B. False",Physics
69725,"In the given reaction, alkaline \( \mathrm{KMnO}_{4} \) behaves as :
\( \boldsymbol{C H}_{3}-\boldsymbol{C H}_{2}- \)
\( \boldsymbol{O H} \stackrel{\text {Alkaline } \boldsymbol{K M n O}_{4}+\boldsymbol{H e a t}}{\boldsymbol{N}} \boldsymbol{C H}_{3}- \)
COOH
A. reducing agent
B. oxidising agent
c. catalyst
D. dehydrating agent",Chemistry
105842,"Visually impaired and challenged persons can read and write using:
A. Vedic system
B. Metric System
c. Binary System
D. Braille System",Physics
88955,"\( (p+q)-(p-q) \) is equal to
\( \mathbf{A} \cdot 2 p+2 q \)
в. \( 2 p \)
c. \( 2 q \)
D. 0",Maths
35744,"Larger number of oxidation states are
exhibited by the actinides than those by lanthanoids, the main reason
being
A. more energy difference between 5 f and 6d than between 4 f and 5 d orbital
B. more reactive nature of the actinoids than the lanthanoids
c. \( 4 f \) orbitals more diffused than the 5 orbital
D. lesser energy difference between 5 fand 6 than between \( 4 \mathrm{f} \) and \( 5 \mathrm{d} \) orbital",Chemistry
101012,"DHOKALA is a \( --------- \) type of solution.
A. solid-in-solid
B. solid-in-gas
c. solid-in-liquid
D. gas-in-solid",Chemistry
32663,"An electric current runs
counterclockwise in a rectangular loop around the outside edge of the page which lies flat on your table. A uniform magnetic field is then turned on directed parallel to the page from the top to bottom. The magnetic force on the page will cause:
A. the left edge to lift up
B. the right edge to lift up
c. the top edge to lift up
D. the bottom edge to lift up",Physics
71776,"It is a copper moss
A. Bryum
B. Tortella
c. Merceya
D. All of these",Biology
63106,"The IUPAC name of the following
compound is:",Chemistry
62601,"If "" \( n "" \) number of \( \boldsymbol{H}_{3} \boldsymbol{P} \boldsymbol{O}_{4} \) molecules are
polymerized to produce chain molecule and ring molecule separately, then the number of \( \boldsymbol{P}-\boldsymbol{O}-\boldsymbol{P} \) linkages formed
is, respectively:
A \( . n \) and \( (n-1) \)
в. \( (n-1) \) and \( (n-1) \)
c. \( (n-1) \) and \( n \)
D. \( n \) and \( n \)",Chemistry
105040,"An infintely long straight wire carrying current of \( 10 \mathrm{A} \) is passing through the centre of the above circuit vertically with the direction of the current being into the plane of the circuit.What is the
force acting on the wire at the centre due to the current in the circuit?What is
the force acting on the arc \( A C \) and the straight segment CD due to the current at the centre?",Physics
70635,"Find the weight of a box on earth having a mass of \( 20 \mathrm{kg} \)
\( A \cdot 196 N \)
B. 19.6 N
c. \( 1.96 \mathrm{N} \)
D. 0.19 N",Physics
79836,"The casing of a rocket in flight burns up
due to friction. At whose expense is the heat energy required for burning obtained? The rocket or the atmosphere",Physics
51185,"Which one is the first compound which is common for both glucose and fructose in glycolysis?
A. Fructose \( 6- \) -
B. Glucose 6-P
c. Fructose 1, 6-biphosphate
D. Fructose 1-P",Biology
41574,"Which is the correct relationship between wavelength and momentum of particles?
A \( \cdot \lambda=\frac{h}{p} \)
B. \( \pi=\frac{h}{p} \)
c. \( p=\frac{\lambda}{h} \)
D. \( h=\frac{P}{\lambda} \)",Chemistry
69131,"Write uses of baking powder
\( \left(N a H C O_{3}\right) \)",Chemistry
43418,"A rectangular loop of sides \( 10 \mathrm{cm} \) and 5
cm carrying a current I and 12 A is placed in different orientations as
shown in the figures above. If there is a uniform magnetic field of \( 0.3 \mathrm{T} \) in the positive z direction, in which
orientations the loop would be in (i)
stable equilibrium and (ii) unstable equilibrium?
\( A \cdot(A) \) and
(B), respectively
B. (A) and
(C), respectively
\( c \cdot(B) \) and
(D), respectively
D. (B) and
(C), respectively",Physics
30110,"Rest mass energy of an electron is 0.54
MeV. If velocity of the electron is \( 0.8 \mathrm{C} \) then its kinetic energy will be:
A. \( 0.36 \mathrm{MeV} \)
B. 0.41 Mev
c. 0.48 Mev
D. 1.32 MeV",Physics
121191,"Neutralization is a:
A. physical change
B. chemical change
C. sometimes physical and sometimes chemical change
D. neither physical nor chemical change",Chemistry
96861,"In the figure if \( D E \| B C \) and \( A D= \)
\( \mathbf{3} \boldsymbol{x}-\mathbf{2}, \boldsymbol{A} \boldsymbol{E}=\mathbf{5} \boldsymbol{x}-\mathbf{4}, \boldsymbol{B} \boldsymbol{D}=\mathbf{7} \boldsymbol{X}-\mathbf{4} \)
\( B D-7 x-5 \) AND \( C E=5 x-3 . \) Find
\( \mathbf{x} \)",Maths
11352,"The magnitude of a physical quantity consists of
A. a number and a unit
B. a number
c. a unit
D. a unit and its symbol",Physics
90673,"The real part of \( \left(\frac{1+i}{3-i}\right)^{2}= \)
\( \mathbf{A} \cdot \mathbf{1} \)
B . 16
\( c \cdot 16 \omega^{2} \)
D. \( \frac{-3}{25} \)",Maths
54492,"Phosphoric acid is formed when phosphorus pentoxide reacts with:
A. oxygen
B. carbon dioxide
c. alcohol
D. water",Chemistry
95536,"Which among the following statements is/are correct?
This question has multiple correct options
A. \( \Psi^{2} \) represents the atomic orbitals
B. The number of peaks in radial distribution is \( (n-1) \)
C . Radial probability density \( \rho_{n l}(r)=4 \pi r^{2} R_{n l}^{2}(r) \)
D. A node is a point in space where the wave function has zero amplitude",Chemistry
40232,"An atom emits a spectral line of wavelength \( \lambda \) when an electron makes a
transition between levels of energy \( \boldsymbol{E}_{1} \)
and \( E_{2} . \) Which expression correctly
relates \( \lambda, E_{1} \) and \( E_{2} ? \)
A \( \cdot \lambda=\frac{h c}{E_{1}+E_{2}} \)
B. \( \lambda=\frac{2 h c}{E_{1}+E_{2}} \)
c. \( \lambda=\frac{2 h c}{E_{1}-E_{2}} \)
D. \( \lambda=\frac{h c}{E_{1}-E_{2}} \)",Physics
60989,"The mutual inductance of a pair of coils, each of \( \mathrm{N} \) turn, be M henry. If a current of i ampere in one of the coils is brought to zero in \( t \) second, the emf induced per turn in the other coil, in volt will be
A \( \cdot \frac{M i}{t} \)
в. \( \frac{N M i}{t} \)
c. \( \frac{M N}{i t} \)
D. \( \frac{M^{i}}{N t} \)",Physics
83348,"Electric flux is \( \quad \) if the field lines
come out of the surface and is if
they go into it.
A. positive, positive
B. negative, positive
c. negative, negative
D. positive, negative",Physics
11681,"Select incorrect statement(s):
A. A closed system with all adiabatic boundaries must be an isolated system
B. Total heat exchange in a cyclic process may be zero
C. Entropy of a closed system is maximum at equilibrium
D. Molar gibb's Energy is an extensive property",Chemistry
13482,"\( P M=4 \mathrm{cm} ; Q M=4.5 \mathrm{cm} \)
\( P N=4 \mathrm{cm} ; \mathrm{NR}=4.5 \mathrm{cm} \)",Maths
67506,"Assume that \( P(A)=P(B) . \) Show that
\( A=B \) Is it true that for any sets \( A \) and
\( \boldsymbol{B}, \boldsymbol{P}(\boldsymbol{A}) \cup \boldsymbol{P}(\boldsymbol{B})=\boldsymbol{P}(\boldsymbol{A} \cup \boldsymbol{B}) ? \) Justify",Maths
103581,"The chemical name for melamine is:
A . 1,3,5 -Triamino- 2,4,6 -triazine
B. 1,3,5-Triazine-2,4,6-triamine
c. 2-Amino-1,3,5-triazine
D. 2,4-Diamino 1,3,5-triazine",Chemistry
63149,Write on expression for vector from of magnetic force on a moving charge.,Physics
113758,"If function \( \boldsymbol{f}(\boldsymbol{x})=\frac{\boldsymbol{x}^{3}-\boldsymbol{a}^{3}}{\boldsymbol{x}-\boldsymbol{a}}, \) is
continuous at \( x=a \) then the value of
\( f(a) \) is
\( \mathbf{A} \cdot 2 a \)
В \( .2 a^{2} \)
\( c \cdot 3 a \)
D. \( 3 a^{2} \)",Maths
72461,"A motorboat is racing towards the north at \( 25 k m h^{-1} \) and the water current in
that region is \( 10 \mathrm{kmh}^{-1} \) in the direction
of \( 60^{\circ} \) east of south. The resultant
velocity of the boat is:
\( \mathbf{A} \cdot 11 \mathrm{kmh}^{-1} \)
B . 22 \( k m h^{-1} \)
c. \( 33 \mathrm{kmh}^{-1} \)
D. \( 44 \mathrm{kmh}^{-1} \)",Physics
103332,"An electric charge of 5 Faraday's is passed through three electrolytes
\( A g N O_{3}, C u S O_{4} \) and \( F e C l_{3} \) solution
The grams of each metal liberated at cathode will be:
A. \( A g=10.8 g, C u=12.7 g, F e=1.11 g \)
в. \( A g=540 g, C u=367.5 g, F e=325 g \)
c. \( A g=108 g, C u=63.5 g, F e=56 g \)
D. \( A g=540 g, C u=158.8 g, F e=93.3 g \)",Chemistry
42952,"The energy equivalent to a substance of
mass \( 1 \mathrm{g} \) is?
A \( \cdot 18 \times 10^{13} \) 」
В. \( 9 \times 10^{13} \) j
C \( .18 \times 10^{6} \mathrm{J} \)
D. \( 9 \times 10^{6} \),",Physics
37931,"The velocity of a particle increases from u to v in time \( t \) during which it covers a distance s. If the particle has a uniform acceleration, then which one of the following equations does not apply to the motion?",Physics
42775,"General representation of alkyl halides is:
A. \( R-X_{2} \)
в. \( R_{2} X \)
c. \( R-X \)
D. none of these",Chemistry
7309,"Name the family to which each of the following belongs
(i) Pisum
(ii) Onion
(iii) Potato.",Biology
76120,"The electronic configuration of an element is \( 1 s^{2}, 2 s^{2}, 2 p^{6}, 3 s^{2} 3 p^{3} . \) what is
the atomic number (X) of the element
which is just below the above given element in the periodic table. find the
value of \( \boldsymbol{X} \)",Chemistry
55523,By selling 144 hens Mahesh suffer a loss equal to the selling price of 6 hens. Find his loss percent??,Maths
67408,"If collector current is \( 120 m A \) and base
current is \( 2 m A \) and resistance gain is 3
what is power gain?
A . 180
B. 10800
c. 1.8
D. 18",Physics
58191,"Incomplete breakdown of sugars in anaerobic respiration forms
A. Glucose and \( C O_{2} \).
B. Alcohol and \( C O_{2} \).
c. water and \( C O_{2} \)
D. Fructose and water",Biology
51896,"How does the creation of variations in
the species promote survival?",Biology
114719,"The time period of a particle executing SHM is 2 s. After what time interval from \( t=0, \) will its displacement be half the amplitude:
\( A \cdot(1 / 4) \sec s \)
B. (1/3) secs
c. (1/2) secs
D. 1 sec",Physics
87890,"The distance between the parallel lines
\( 9 x^{2}-6 x y+y^{2}+18 x-6 y+8=0 \) is?
A \( \cdot \frac{1}{\sqrt{10}} \)
B. \( \frac{2}{\sqrt{10}} \)
c. \( \frac{4}{\sqrt{10}} \)
D. \( \sqrt{10} \)",Maths
114560,"Name the three convenient units used
to measure length ranging from very short to very long value. How are they related to the S.I. unit?",Physics
95566,"If earth revolves around the sun in an
orbit of double its present radius, then the year on earth will be of
A \( \cdot \frac{365}{4} \) day
B. \( 365 \times 2 \sqrt{2} \) day
c. \( \frac{365}{2 \sqrt{2}} \) day
D. \( 365 \times 4 \) day",Physics
61951,"What will be the molar conductivity of
\( A l^{3+} \) ions at infinite dilution if molar
conductivity of \( A l_{2}\left(S O_{4}\right)_{3} \) is \( 858 S c m^{2} \) \( m o l^{-1} \) and ionic conductance of \( S O_{4}^{2-} \)
is 160 S \( c m^{2} \) mol \( ^{-1} \) at infinite dilution?
A \( \cdot 189 \mathrm{S} \mathrm{cm}^{2} \mathrm{mol}^{-1} \)
B. \( 698 \mathrm{S} \mathrm{cm}^{2} \mathrm{mol}^{-1} \)
c. \( 1018 \mathrm{s} \mathrm{cm}^{2} \mathrm{mol}^{-1} \)
D. \( 429 \mathrm{S} \mathrm{cm}^{2} \mathrm{mol}^{-1} \)",Chemistry
116061,"Find the minimum load resistance
which can be used for the zener diode
as shown in figure. Given, \( \boldsymbol{V}_{\boldsymbol{Z}}= \)
\( \mathbf{1 0} \boldsymbol{V}, \boldsymbol{R}_{Z}=\mathbf{0} \mathbf{\Omega}, \boldsymbol{R}=\mathbf{4 5 0 \Omega}, \boldsymbol{I}_{Z}(\boldsymbol{m} \boldsymbol{i n})= \)
\( 2 m A \) and \( I_{Z}(\max )=60 m A \)
A . \( 0 \Omega \)
B. \( 333.3 \Omega \)
c. \( 31.95 \Omega \)
D. \( 319.5 \Omega \)",Physics
28283,"A series \( L C R \) circuit is connected to a
source of alternating emf \( 50 \mathrm{V} \) and if the potential differences across inductor and capacitor are \( 90 \mathrm{V} \) and
\( 60 V \) respectively, the potential
difference across resistor is:
\( \mathbf{A} \cdot 400 V \)
в. \( 40 V \)
\( c .80 V \)
D. \( 1600 V \)",Physics
94781,"If \( \boldsymbol{y}=[\boldsymbol{x}+\sqrt{\boldsymbol{x}^{2}-\mathbf{1}}]^{15}+ \)
\( [x-\sqrt{x^{2}-1}]^{15}, \) then \( \left(x^{2}-1\right) \frac{d^{2} y}{d x^{2}}+ \)
\( x \frac{d y}{d x} \) is equal to
A . \( 125 y \)
B . \( 225 y^{2} \)
c. \( 225 y \)
D. \( 224 y^{2} \)",Maths
54221,"Fill in the blanks with suitable words
A ray of light passes undeviated after
refraction from a thin lens when it is
incident at",Physics
75903,"An inductor \( 20 \mathrm{mH} \), a capacitor \( 100 \mu \mathrm{F} \) and a resistor \( 50 \Omega \) are connected in
series across a source of emf, \( \mathrm{V}=10 \)
\( \sin 314 t . \) The power loss in the circuit is?
A . 2.74 w
в. 0.79 w
c. \( 1.13 \mathrm{w} \)
D. \( 0.43 \mathrm{w} \)",Physics
92007,"If the mass of the single atom is \( 1.794 \times 10^{-22} \mathrm{g} \) what is the atomic
mass of silver?
\( A \cdot 108.95 u \)
B. 108.0
c. 106.05 u
D. 0.110",Chemistry
43703,"When NaCl is added to the reaction
mixture of an oil and caustic soda, the
soap is thrown out because
A. \( N a C l \) is an ionic compound
B. Soap is insoluble in the presence of chloride ions
C. The solubility product of \( N a C l \) decreases in the presence of soap
D. The solubility product of the soap is exceeded due to the increased concentration of \( N a^{+} \) ions",Chemistry
87237,"The formula of meta phosphoric acid is :
A. \( \mathrm{H}_{2} \mathrm{PO}_{3} \)
в. \( \mathrm{H}_{3} \mathrm{PO}_{3} \)
\( \mathrm{c} \cdot \mathrm{HPO}_{3} \)
D. \( \mathrm{H}_{4} \mathrm{P}_{2} \mathrm{O}_{7} \)",Chemistry
101438,"If pressure of a gas contained in a closed vessel is increased by \( 0.4 \% \) when heated by \( 1^{0} C, \) the initial temperature
must be
A. 250K
B \( \cdot 250^{0} C \)
c. 2500k
D \( .25^{\circ} \mathrm{C} \)",Physics
27236,"Dilute sulphuric acid produces white precipitate when added to the solution of:
A. copper nitrate
B. zinc nitrate
c. lead nitrate
D. sodium nitrate",Chemistry
52690,"If \( \boldsymbol{a} \boldsymbol{x}^{2}+\boldsymbol{2} \boldsymbol{h} \boldsymbol{x} \boldsymbol{y}+\boldsymbol{b} \boldsymbol{y}^{2}+\boldsymbol{2} \boldsymbol{g} \boldsymbol{x}+\boldsymbol{2} \boldsymbol{f} \boldsymbol{y}+ \)
\( c=0 \) represents a pair of parallel lines, then \( \sqrt{\frac{g^{2}-a c}{f^{2}-b c}}= \)
A.
B. \( \sqrt{\frac{a}{b}} \)
\( c \cdot \sqrt{\frac{b}{a}} \)
\( D \cdot \frac{b}{a} \)",Maths
21484,"In the given reaction:
\( \boldsymbol{C H}_{3}-\underset{C D_{3}}{C_{\mid} H-C H}^{O H} \)
\( \boldsymbol{C H}_{3} \frac{\operatorname{conc.H}_{2} \mathrm{SO}_{4} / \Delta}{\text { Alkenes }} \)
Total number of alkenes (Including stereo isomers) formed will be",Chemistry
79795,"Which statement below is
false regarding empirical formulas?
A. The empirical formula for butyne is \( \mathrm{CH} \)
B. The empirical formula for ammonia is \( N H_{3} \)
C. The empirical formula of \( C H_{2} O \) is \( C_{6} H_{12} O_{6} \)
D. Ionic compounds are written as empirical formulas
E. The empirical and molecular formulas for methane are the same",Chemistry
14606,"State True or False.
All the molecules in a gas have the same kinetic energy.
A. True
B. False",Chemistry
71150,"Assertion
Red phosphorus is preferred to white phosphorus in the manufacture of
matches.
Reason
Red phosphorus is non-poisonous in
nature.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Assertion is incorrect but Reason is correct",Chemistry
1218,"The drug cimetidine was designed to:
This question has multiple correct options
A. prevent the interaction of histamine with receptors
B. stimulates the secretion of pepsin
C. reduce gaestro intestinal juices
D. all of the above",Chemistry
13435,"A particle of mass M is moving in a
horizontal circle of radius R with
uniform speed \( V \). when it moves from one point to a diametrically opposite point, its
A. kinetic energy changes by \( M V^{2} / 4 \)
B. momentum does not change
c. momentum changes by 2 MV
D. kinetic energy changes by \( M V^{2} \)",Physics
1599,"Differentiate between.
Diploblastic and triploblastic animals",Biology
25919,"Assertion
Orbit and orbital are synonymous.
Reason
A circular path around the nucleus in
which an electron moves is called orbit
or orbital.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
C. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",Chemistry
47382,"Given 3 identical boxes \( 1,2, \& 3 . \) Each containing 2 coins. \( \ln \) box 1 , both are gold coins \( \& \) in box 2 both are silver
coins and in box 3 there is 1 silver and 1
gold coin. A person chooses a box at random and takes out the coin. If the
coin is gold then what is the probability that it is coming from the first box?",Maths
